user_id,age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day
2900,56,Other,6.6,1.7,2.2,2.0,2.0,4.5,4.2,1.3,1.5,6.9,5.0,1.0,9,0.9,Rural,60.0,False,False,73.7,5.0,17.0,6.0
2901,61,Male,3.7,0.6,2.1,0.0,2.0,1.2,1.5,2.6,2.2,8.1,4.0,9.7,1,5.4,Urban,87.0,False,True,147.0,3.0,3.0,25.1
2902,73,Female,4.7,1.8,1.2,0.8,1.7,0.7,1.5,3.1,3.1,7.6,4.0,9.7,1,6.2,Urban,96.0,True,True,106.6,1.0,1.0,19.8
2903,27,Female,4.5,1.7,0.0,1.9,1.1,2.1,2.0,2.7,2.8,8.2,4.0,8.1,2,5.0,Rural,78.0,True,True,53.8,7.0,2.0,17.2
2904,69,Female,2.1,0.8,0.7,0.3,1.2,0.6,1.1,2.1,1.8,7.9,5.0,9.6,1,5.6,Urban,88.0,True,False,200.5,3.0,1.0,38.1
2905,36,Male,6.7,2.5,2.0,0.7,2.6,4.1,4.0,1.8,0.5,7.2,4.0,4.1,8,2.1,Urban,59.0,False,True,128.4,13.0,10.0,13.7
2906,68,Female,6.8,3.3,1.8,1.0,1.8,3.7,3.8,1.8,0.7,6.2,4.0,3.7,6,2.9,Rural,70.0,True,False,182.5,10.0,9.0,17.1
2907,35,Other,3.4,1.0,1.4,0.0,1.9,1.9,2.9,2.4,2.5,7.6,5.0,7.3,3,9.1,Rural,77.0,False,False,67.9,5.0,6.0,31.3
2908,36,Female,4.7,2.9,1.0,0.8,1.5,4.0,4.0,1.5,1.1,7.3,4.0,4.1,7,2.0,Urban,54.0,False,False,121.2,12.0,10.0,14.8
2909,42,Male,2.7,1.5,0.0,0.1,2.1,2.5,3.4,2.6,1.7,8.5,4.0,5.2,4,6.6,Urban,67.0,False,True,142.6,9.0,7.0,13.9
2910,23,Male,9.5,2.0,2.6,1.8,2.4,4.5,4.1,0.8,1.7,6.9,3.0,1.1,10,0.0,Suburban,48.0,False,True,170.4,10.0,14.0,6.0
2911,40,Male,2.2,1.9,0.0,0.5,0.8,0.9,1.2,2.7,2.5,8.1,5.0,8.5,1,4.2,Urban,83.0,True,True,86.3,0.0,0.0,23.3
2912,23,Female,6.0,2.0,1.3,0.2,2.0,4.0,3.7,1.3,1.2,8.0,4.0,2.8,7,4.7,Urban,63.0,False,True,119.1,9.0,6.0,19.8
2913,29,Female,4.8,2.4,0.4,1.1,1.2,2.3,3.1,3.0,1.6,8.1,5.0,6.9,3,4.0,Rural,78.0,False,True,179.1,2.0,3.0,26.4
2914,24,Male,7.2,1.1,2.6,0.9,1.7,4.5,4.0,0.3,1.4,7.0,4.0,1.0,10,0.0,Suburban,49.0,False,True,187.7,20.0,9.0,13.7
2915,38,Male,7.7,3.2,2.1,1.1,2.2,3.0,3.4,1.2,1.5,8.1,4.0,5.6,5,6.9,Suburban,75.0,True,False,127.9,10.0,8.0,13.1
2916,72,Male,4.0,2.5,1.1,1.7,0.0,2.7,3.4,2.3,1.9,7.3,4.0,8.0,4,3.4,Urban,74.0,False,False,94.8,7.0,9.0,21.5
2917,71,Male,4.4,2.8,2.3,0.2,0.3,1.4,2.3,2.3,2.7,8.1,4.0,7.6,2,3.5,Urban,77.0,True,False,115.7,6.0,1.0,34.6
2918,56,Female,2.6,1.3,0.0,1.6,0.7,1.6,2.2,2.4,2.5,7.3,4.0,9.8,2,6.7,Urban,79.0,True,True,136.4,0.0,2.0,31.9
2919,22,Female,5.7,1.0,1.4,1.7,0.7,4.4,3.9,1.5,0.8,7.7,4.0,1.0,8,1.1,Suburban,55.0,True,False,110.0,15.0,9.0,11.0
2920,38,Male,3.9,3.1,0.3,0.1,1.2,3.3,3.5,1.8,2.0,7.1,4.0,6.2,5,2.9,Rural,69.0,False,True,92.2,7.0,8.0,15.5
2921,30,Female,6.8,1.0,2.6,0.2,3.1,4.2,3.9,1.8,1.6,7.4,4.0,1.0,8,0.0,Suburban,56.0,False,False,151.6,11.0,9.0,12.7
2922,63,Male,5.9,2.1,1.9,0.6,2.6,3.7,4.1,1.8,1.3,6.9,3.0,5.0,6,0.0,Suburban,54.0,False,True,148.0,10.0,6.0,9.3
2923,40,Other,5.6,2.9,2.2,0.5,0.8,4.3,4.0,2.3,0.9,6.7,4.0,1.0,8,0.1,Suburban,52.0,False,False,227.5,11.0,14.0,9.2
2924,41,Male,5.5,1.9,0.9,1.6,2.3,4.5,4.2,1.1,1.7,6.8,4.0,1.7,10,0.0,Rural,45.0,True,False,138.8,15.0,21.0,8.6
2925,51,Male,5.9,3.1,2.3,0.1,1.4,3.7,3.7,1.7,1.4,7.5,4.0,2.3,6,1.4,Rural,63.0,True,True,118.1,11.0,7.0,22.1
2926,18,Male,5.5,1.8,0.3,0.7,1.7,4.5,3.8,1.0,1.4,7.5,4.0,1.1,10,0.0,Urban,45.0,False,False,27.0,12.0,13.0,11.3
2927,64,Female,1.0,0.9,0.4,0.1,0.4,1.6,2.5,2.9,2.7,8.1,5.0,7.6,2,6.0,Urban,86.0,False,True,193.4,5.0,0.0,38.8
2928,38,Female,3.0,2.3,1.3,0.7,0.1,1.7,2.6,1.7,2.0,7.7,4.0,6.5,3,7.2,Rural,77.0,True,True,53.9,5.0,5.0,20.2
2929,33,Female,5.9,2.2,0.5,1.9,2.1,2.9,3.2,1.7,1.2,7.0,4.0,5.8,4,2.9,Rural,63.0,False,False,84.9,12.0,9.0,29.8
2930,50,Male,8.8,4.4,2.3,1.7,1.4,4.5,4.1,1.8,0.4,6.5,4.0,1.0,9,0.0,Urban,59.0,False,True,195.2,11.0,13.0,10.1
2931,74,Male,4.0,1.1,1.0,0.8,1.9,1.8,2.4,1.3,2.1,7.0,4.0,8.9,2,4.2,Suburban,75.0,False,False,161.2,7.0,3.0,19.6
2932,53,Male,4.9,1.8,0.3,1.0,3.0,2.2,2.9,2.1,2.4,6.8,4.0,7.3,3,2.7,Suburban,75.0,False,True,157.9,4.0,6.0,23.9
2933,24,Female,3.8,1.3,0.2,0.9,1.2,4.5,3.9,1.8,1.3,8.1,4.0,2.4,8,0.0,Urban,52.0,False,True,103.6,8.0,6.0,13.8
2934,39,Male,4.9,1.9,2.3,0.4,1.2,3.5,3.5,1.3,1.7,6.9,5.0,5.6,5,2.8,Urban,68.0,False,False,72.4,10.0,2.0,16.2
2935,32,Female,6.2,1.8,0.0,1.7,3.2,2.8,3.6,1.2,1.4,6.8,3.0,4.1,4,3.6,Urban,69.0,False,True,171.4,3.0,4.0,30.6
2936,33,Female,3.7,1.2,0.4,1.4,1.4,0.9,1.5,2.6,3.3,7.1,4.0,10.0,1,2.8,Suburban,83.0,False,False,179.0,3.0,3.0,40.0
2937,50,Female,5.7,2.4,3.0,0.7,0.6,3.8,3.5,2.1,2.2,6.6,4.0,3.7,6,1.7,Rural,56.0,False,False,104.6,9.0,10.0,18.6
2938,24,Male,5.7,1.8,1.1,0.5,2.1,4.3,3.7,1.4,0.5,7.5,4.0,1.7,8,1.9,Suburban,68.0,False,False,154.3,18.0,12.0,16.1
2939,47,Male,6.4,3.2,2.3,0.5,1.2,2.5,3.4,1.8,1.9,7.0,4.0,6.8,3,4.7,Urban,76.0,False,True,210.4,5.0,5.0,28.4
2940,69,Male,4.1,1.4,2.0,0.8,0.6,2.2,2.9,2.2,1.7,7.4,5.0,7.4,3,3.0,Urban,79.0,True,False,54.6,4.0,8.0,19.1
2941,64,Female,6.0,3.7,1.3,0.6,1.5,2.3,3.2,1.1,1.9,7.2,3.0,8.8,3,5.5,Urban,73.0,True,False,136.9,9.0,5.0,28.2
2942,19,Female,6.3,2.2,0.0,1.3,2.2,4.5,3.8,0.6,0.8,7.3,3.0,1.3,10,0.0,Rural,49.0,False,True,99.5,17.0,6.0,9.0
2943,61,Male,3.4,3.1,0.0,0.9,0.2,1.4,2.2,2.1,1.6,7.6,4.0,8.7,2,3.8,Suburban,76.0,True,False,86.3,2.0,1.0,23.9
2944,63,Male,1.3,2.1,0.0,0.0,0.2,1.2,2.3,2.9,3.1,8.4,5.0,7.2,2,8.8,Urban,88.0,False,True,129.4,6.0,5.0,35.8
2945,49,Female,3.7,1.3,2.0,0.0,1.3,2.8,3.5,1.8,1.8,7.2,5.0,5.7,4,8.3,Rural,86.0,False,False,155.7,4.0,6.0,23.3
2946,58,Female,4.6,1.8,2.2,1.2,0.3,1.8,2.4,2.7,2.4,7.1,3.0,7.5,2,4.5,Urban,68.0,True,True,159.5,0.0,0.0,37.3
2947,48,Male,1.0,0.8,0.5,0.0,0.1,1.0,1.0,2.4,2.9,7.8,5.0,8.3,1,4.7,Suburban,83.0,True,False,165.7,0.0,2.0,34.4
2948,47,Female,4.0,1.9,1.4,0.4,1.4,3.5,3.5,1.5,0.2,7.5,3.0,7.8,5,7.0,Suburban,67.0,True,True,147.9,8.0,5.0,21.1
2949,69,Male,5.0,2.2,1.5,0.3,2.5,1.2,1.1,3.0,2.5,6.6,4.0,10.0,1,4.7,Urban,87.0,False,True,202.0,2.0,0.0,33.8
2950,35,Male,4.8,2.0,1.6,0.0,2.2,2.8,3.4,2.0,1.7,6.6,4.0,5.5,4,4.0,Urban,71.0,False,False,135.1,7.0,4.0,18.3
2951,31,Female,5.7,3.2,0.7,0.8,1.3,2.2,3.1,1.7,2.6,7.3,4.0,7.1,3,4.7,Urban,84.0,True,False,196.6,4.0,2.0,23.1
2952,36,Female,7.5,1.9,3.3,0.5,2.7,4.0,3.8,1.3,1.1,7.7,3.0,4.7,7,1.5,Urban,68.0,False,True,95.2,9.0,9.0,15.2
2953,62,Female,4.6,0.3,2.2,0.2,3.1,2.8,3.1,1.9,2.4,8.2,4.0,3.8,4,2.7,Urban,63.0,True,False,51.1,3.0,3.0,29.2
2954,51,Male,9.3,5.0,1.6,1.9,1.9,4.5,4.0,1.2,1.7,6.3,3.0,1.0,9,1.3,Urban,43.0,True,False,199.0,14.0,13.0,9.8
2955,29,Female,3.7,1.4,0.9,0.0,1.0,4.3,3.8,1.8,0.6,7.3,5.0,1.4,8,0.4,Suburban,51.0,True,True,148.8,11.0,13.0,14.7
2956,49,Male,5.7,2.9,0.6,0.1,3.0,2.6,3.6,1.8,1.6,7.3,3.0,4.9,4,2.9,Rural,69.0,True,True,80.5,6.0,9.0,20.4
2957,42,Male,4.1,0.6,1.9,0.3,2.9,3.2,3.6,1.4,1.6,7.7,4.0,4.7,5,1.9,Rural,70.0,False,True,224.6,8.0,8.0,28.9
2958,21,Female,5.4,2.2,1.0,0.0,1.7,4.5,3.9,1.1,0.8,6.9,4.0,1.0,10,0.0,Urban,32.0,True,True,67.1,19.0,16.0,13.5
2959,46,Male,6.4,1.3,1.6,2.0,2.6,3.3,3.5,0.9,1.2,8.0,4.0,5.0,5,2.7,Urban,71.0,False,True,182.6,8.0,7.0,28.6
2960,25,Female,2.6,0.2,0.0,1.9,0.6,3.9,3.9,1.5,1.2,7.4,5.0,3.1,6,0.0,Urban,70.0,False,False,238.0,9.0,11.0,16.9
2961,24,Female,3.1,1.7,0.9,0.2,0.0,3.3,3.4,1.0,1.4,7.8,4.0,4.4,5,1.8,Urban,67.0,False,True,256.4,3.0,6.0,17.9
2962,23,Male,5.6,2.0,1.4,1.4,0.4,4.1,3.7,1.6,0.7,7.1,4.0,1.5,7,1.5,Urban,49.0,False,False,191.5,9.0,6.0,12.4
2963,28,Male,6.9,1.8,2.6,1.0,1.6,3.8,3.7,1.5,1.0,7.0,3.0,4.1,6,7.6,Rural,72.0,False,True,195.7,8.0,10.0,13.3
2964,27,Male,5.5,2.2,0.5,1.6,1.3,4.5,4.1,0.8,1.3,7.7,3.0,1.0,10,0.0,Rural,44.0,False,True,206.6,16.0,13.0,9.4
2965,71,Male,3.5,1.8,0.0,0.5,2.4,2.8,3.4,1.8,1.7,8.1,5.0,5.1,4,6.3,Suburban,74.0,True,True,105.4,5.0,1.0,14.7
2966,39,Female,3.9,2.1,2.0,0.9,0.0,3.9,3.8,1.5,0.8,7.8,4.0,3.8,6,0.4,Urban,63.0,True,False,77.2,7.0,8.0,26.9
2967,16,Female,6.1,2.2,1.4,1.4,0.0,4.5,4.1,0.9,1.7,6.8,3.0,1.0,9,2.3,Urban,58.0,False,False,243.3,13.0,13.0,8.1
2968,49,Male,4.5,2.0,0.0,1.3,2.2,3.2,3.4,1.2,2.6,6.8,4.0,6.7,5,3.5,Rural,64.0,True,True,111.7,12.0,2.0,25.0
2969,21,Male,3.1,1.8,0.0,0.7,0.0,2.2,3.1,2.1,2.5,8.9,4.0,7.8,3,2.8,Urban,75.0,False,False,175.3,0.0,7.0,32.0
2970,35,Female,2.2,1.2,0.8,0.0,1.1,1.1,1.4,2.4,2.7,7.9,5.0,8.2,1,7.7,Urban,98.0,True,False,181.9,4.0,0.0,40.9
2971,32,Female,4.8,2.5,1.4,0.1,1.4,3.2,3.9,1.1,1.3,7.0,5.0,3.5,5,8.2,Urban,78.0,True,True,76.7,6.0,5.0,16.0
2972,17,Male,6.0,1.7,3.0,0.0,0.7,4.5,4.5,0.8,1.1,7.7,4.0,1.0,10,1.0,Urban,40.0,False,True,212.3,21.0,16.0,13.8
2973,56,Male,4.3,1.7,0.3,1.1,2.0,2.4,3.1,2.2,2.1,7.0,4.0,6.5,3,3.8,Rural,82.0,True,False,112.9,2.0,5.0,19.0
2974,68,Female,4.1,2.5,2.1,0.7,0.0,1.9,2.5,2.8,2.4,8.5,5.0,8.3,2,4.3,Rural,81.0,True,True,93.2,2.0,1.0,26.1
2975,53,Male,5.1,2.2,0.0,0.8,3.2,4.3,3.7,2.1,1.2,7.1,4.0,2.6,7,1.7,Urban,60.0,False,False,82.4,7.0,13.0,17.2
2976,55,Male,3.6,1.4,1.9,0.6,1.1,2.3,3.1,2.0,2.3,8.0,4.0,6.5,3,5.9,Urban,84.0,False,True,64.1,4.0,4.0,24.3
2977,63,Female,6.7,3.1,3.2,0.0,1.2,4.4,4.2,2.1,1.8,7.1,4.0,4.2,7,0.7,Suburban,62.0,False,False,84.8,8.0,7.0,10.6
2978,25,Female,7.7,0.9,1.7,0.8,4.0,4.5,3.7,0.7,1.4,6.2,4.0,1.1,10,0.8,Rural,50.0,False,True,214.1,14.0,16.0,14.9
2979,53,Female,2.0,1.1,0.8,1.0,0.0,2.2,3.2,3.0,1.9,7.3,4.0,7.0,3,3.1,Suburban,79.0,True,True,220.3,4.0,3.0,16.1
2980,38,Female,5.2,2.6,2.9,0.1,0.4,4.5,4.0,1.6,0.7,7.0,3.0,2.1,8,0.9,Urban,57.0,True,True,48.4,8.0,11.0,7.9
2981,74,Female,8.1,3.6,1.9,0.6,2.8,3.9,3.9,1.4,1.3,6.6,4.0,3.8,6,3.3,Rural,60.0,True,True,162.6,9.0,10.0,9.1
2982,60,Male,2.2,1.5,1.7,0.2,0.0,2.1,3.1,1.9,2.0,7.8,5.0,8.3,3,6.9,Rural,81.0,True,True,135.3,4.0,2.0,29.9
2983,33,Male,4.5,2.4,0.4,0.5,1.9,1.7,2.1,2.1,3.0,6.2,4.0,7.5,2,4.9,Urban,88.0,True,True,112.4,3.0,1.0,14.3
2984,18,Male,4.4,0.9,1.9,0.0,0.8,4.5,3.6,1.5,1.4,7.5,3.0,1.0,10,0.1,Urban,40.0,True,False,160.5,14.0,14.0,7.2
2985,40,Male,1.3,1.2,0.7,0.4,0.0,1.5,2.4,2.9,2.1,6.8,4.0,8.5,2,6.4,Suburban,90.0,False,True,240.2,0.0,4.0,26.6
2986,52,Female,7.1,3.0,1.8,1.6,1.9,4.5,3.7,1.7,1.0,7.3,4.0,2.1,9,0.5,Rural,56.0,False,False,144.7,14.0,14.0,8.6
2987,56,Female,5.6,2.3,1.6,0.3,2.0,2.6,3.7,2.1,1.4,6.9,3.0,4.7,4,3.9,Urban,68.0,False,True,175.4,9.0,6.0,29.2
2988,46,Other,6.6,3.0,2.7,0.2,1.4,3.4,3.6,1.9,1.9,7.2,4.0,4.6,6,2.0,Suburban,60.0,False,False,169.9,8.0,11.0,17.6
2989,53,Female,6.7,3.0,0.9,0.2,3.5,4.5,4.1,2.2,0.7,6.5,4.0,1.0,8,2.2,Urban,53.0,False,False,61.9,11.0,15.0,19.5
2990,59,Male,1.9,0.2,1.3,0.5,0.6,0.8,1.3,2.5,2.2,7.4,4.0,8.5,1,7.1,Urban,89.0,False,False,76.1,5.0,4.0,38.9
2991,60,Male,6.4,0.9,2.4,1.7,2.3,4.1,3.9,1.2,1.0,6.2,3.0,3.7,6,3.2,Suburban,66.0,True,True,161.5,3.0,10.0,17.5
2992,50,Female,5.4,2.2,1.2,1.4,1.7,3.5,3.6,1.7,0.7,6.7,4.0,3.8,6,3.7,Urban,60.0,True,False,180.9,8.0,8.0,12.9
2993,54,Female,3.8,0.5,1.5,0.5,2.4,1.6,2.7,2.7,1.9,8.2,5.0,8.1,2,5.7,Urban,78.0,True,False,136.8,4.0,8.0,22.5
2994,51,Female,2.4,1.1,1.1,0.2,0.9,1.6,2.3,2.6,2.6,8.4,5.0,5.9,2,5.9,Rural,88.0,False,True,172.0,3.0,6.0,36.0
2995,47,Female,3.3,3.3,1.3,0.0,0.0,3.6,4.2,1.5,1.2,7.0,5.0,4.0,6,1.6,Urban,70.0,False,False,163.0,14.0,13.0,23.8
2996,50,Female,3.7,1.5,2.2,0.1,0.7,4.1,3.9,1.3,2.1,7.3,4.0,5.9,6,1.1,Suburban,63.0,False,True,180.2,8.0,6.0,13.3
2997,17,Female,7.9,2.6,3.5,0.0,1.3,4.5,3.8,0.9,2.0,7.2,3.0,1.0,10,1.0,Rural,46.0,False,True,137.0,16.0,12.0,9.9
2998,23,Male,5.9,2.0,0.0,1.0,2.1,4.5,4.1,0.6,1.2,7.3,4.0,1.0,10,0.0,Urban,43.0,True,True,135.2,20.0,13.0,12.3
2999,22,Female,5.0,1.4,0.1,1.4,1.4,4.5,4.1,0.5,1.4,7.1,3.0,1.0,10,0.0,Urban,44.0,True,False,123.7,17.0,12.0,8.1
3000,47,Female,3.3,0.5,1.3,0.4,1.6,3.3,3.7,1.6,1.1,6.8,5.0,4.2,6,1.6,Suburban,66.0,True,True,0.0,6.0,8.0,21.7
3001,73,Male,6.7,2.2,1.6,0.8,3.1,4.5,4.1,0.5,1.5,7.6,3.0,1.0,10,1.5,Rural,47.0,False,True,170.1,11.0,18.0,6.0
3002,20,Female,6.9,3.3,1.3,0.0,1.4,4.5,4.1,1.6,1.1,6.9,4.0,2.6,9,2.2,Rural,49.0,True,False,152.2,15.0,9.0,12.4
3003,55,Male,2.4,1.4,0.9,0.0,0.9,2.4,3.2,1.2,1.6,6.9,4.0,5.5,4,11.2,Rural,83.0,False,True,257.1,7.0,4.0,19.7
3004,53,Female,3.4,2.1,0.1,0.6,1.8,0.8,1.1,2.9,2.5,7.6,5.0,8.4,1,7.0,Suburban,87.0,True,True,139.0,1.0,2.0,15.7
3005,18,Male,2.7,0.6,0.8,0.8,0.0,2.4,3.2,1.0,1.7,7.5,5.0,5.8,4,3.7,Urban,81.0,False,True,155.1,6.0,6.0,29.4
3006,27,Female,5.2,1.4,2.4,1.6,0.0,4.3,4.3,1.2,1.1,7.1,4.0,2.1,8,0.0,Urban,50.0,True,True,165.1,13.0,8.0,11.0
3007,63,Male,6.0,2.3,1.6,1.8,1.3,2.6,3.3,2.3,2.1,7.3,4.0,4.6,4,4.8,Rural,73.0,False,True,155.1,10.0,7.0,15.2
3008,74,Female,4.8,2.7,2.2,0.4,0.5,4.3,4.2,2.2,1.1,7.3,4.0,3.5,7,0.3,Urban,53.0,False,False,148.3,11.0,12.0,17.2
3009,16,Male,5.5,2.5,0.2,1.1,0.8,4.2,3.9,1.2,0.6,7.9,4.0,2.6,7,3.5,Urban,61.0,False,False,171.6,14.0,11.0,22.2
3010,74,Male,5.5,0.2,3.1,0.8,2.3,2.2,2.6,2.1,2.7,6.9,5.0,5.6,3,0.8,Suburban,70.0,True,False,135.2,7.0,5.0,31.8
3011,19,Female,5.6,1.6,0.9,0.6,1.9,4.5,4.1,0.3,1.2,6.9,3.0,2.1,10,0.0,Rural,48.0,True,True,178.9,16.0,13.0,6.3
3012,58,Female,4.2,1.1,2.0,0.6,1.3,3.1,3.9,1.8,1.6,7.9,4.0,3.3,6,9.2,Suburban,71.0,False,False,35.7,7.0,7.0,16.5
3013,41,Male,4.2,1.7,1.4,0.5,1.5,2.9,3.6,1.6,0.6,8.7,4.0,4.6,5,7.6,Urban,76.0,True,True,140.5,7.0,8.0,29.0
3014,46,Male,3.7,1.9,0.9,0.5,1.0,3.0,3.6,1.4,0.9,8.7,4.0,4.1,5,2.7,Urban,72.0,True,False,84.7,7.0,7.0,13.7
3015,35,Female,7.9,3.0,2.0,1.6,2.2,4.5,4.2,0.6,0.0,7.3,3.0,1.0,10,0.0,Suburban,43.0,True,False,175.3,15.0,11.0,10.4
3016,22,Female,7.9,2.3,2.2,0.7,2.2,4.5,4.0,1.1,0.8,6.9,3.0,1.0,10,0.0,Urban,44.0,False,False,160.9,16.0,16.0,5.1
3017,52,Female,10.0,3.3,4.5,1.6,2.4,4.5,3.9,1.0,1.5,6.4,2.0,1.0,10,0.0,Rural,38.0,False,True,117.5,18.0,13.0,5.9
3018,22,Male,6.5,1.4,2.2,0.1,2.3,4.5,3.5,0.3,1.2,7.0,4.0,1.0,10,0.0,Urban,49.0,True,False,24.8,16.0,12.0,7.7
3019,64,Female,3.5,0.7,2.2,0.0,1.5,1.0,1.4,2.6,2.8,6.7,4.0,9.1,1,6.5,Suburban,86.0,False,True,162.9,0.0,4.0,20.7
3020,17,Male,8.1,3.3,2.8,0.3,0.7,4.5,4.0,0.5,1.8,7.3,3.0,1.0,10,0.6,Urban,41.0,False,True,128.5,19.0,7.0,10.6
3021,68,Male,5.0,2.4,2.1,0.1,1.2,4.3,4.0,1.7,1.2,8.0,4.0,2.6,8,0.9,Urban,58.0,False,False,169.4,14.0,8.0,9.8
3022,58,Female,3.3,1.3,1.5,0.0,1.5,2.4,3.1,2.1,2.1,7.5,5.0,7.3,3,3.8,Suburban,74.0,False,True,158.8,5.0,6.0,26.9
3023,72,Female,6.1,2.4,1.9,1.4,0.7,4.3,3.9,1.7,0.5,8.3,5.0,3.8,7,1.8,Suburban,56.0,True,False,154.0,9.0,13.0,22.0
3024,17,Female,8.9,2.8,2.4,0.0,3.0,4.5,3.7,1.1,1.5,8.3,3.0,1.0,10,0.0,Rural,47.0,False,False,26.5,11.0,12.0,13.2
3025,36,Male,8.4,2.1,3.0,0.9,3.0,4.5,3.9,0.4,2.1,7.4,3.0,1.0,10,0.0,Rural,46.0,False,True,127.0,12.0,6.0,12.2
3026,20,Male,4.7,1.3,0.0,1.8,1.3,4.5,4.0,0.9,0.3,7.1,5.0,1.7,10,0.7,Suburban,53.0,False,False,105.0,10.0,12.0,6.1
3027,16,Male,4.7,1.6,0.0,0.0,2.4,3.2,3.6,1.9,1.5,7.0,4.0,4.9,5,1.6,Urban,61.0,False,True,157.5,9.0,7.0,14.8
3028,37,Other,6.4,2.3,3.0,0.5,2.0,4.5,3.5,1.9,0.8,7.6,4.0,3.2,8,0.0,Urban,50.0,False,True,152.2,10.0,17.0,11.7
3029,58,Male,3.9,2.2,0.6,1.4,0.9,3.3,3.5,1.3,0.9,8.1,4.0,4.1,5,3.7,Urban,69.0,True,False,13.6,5.0,6.0,23.2
3030,16,Male,5.8,3.1,0.0,0.4,1.8,4.5,4.2,0.9,0.8,7.0,4.0,1.0,10,0.0,Suburban,43.0,False,True,103.4,16.0,21.0,8.0
3031,52,Male,2.2,1.8,0.0,0.8,0.6,2.3,2.3,1.8,1.9,7.1,4.0,7.1,3,3.0,Suburban,80.0,False,True,91.2,5.0,5.0,12.6
3032,31,Female,5.4,1.1,3.5,1.0,0.5,3.8,3.4,1.9,0.9,6.5,3.0,3.4,7,1.4,Urban,66.0,True,True,198.4,12.0,11.0,20.4
3033,49,Male,8.8,4.3,2.5,0.7,1.9,4.5,3.9,0.6,0.9,6.3,4.0,1.0,10,0.0,Rural,36.0,True,True,187.9,14.0,15.0,14.0
3034,48,Female,4.1,2.2,0.6,0.3,1.9,3.7,3.7,0.9,1.4,7.3,4.0,6.1,5,4.0,Urban,74.0,False,True,129.8,8.0,5.0,23.9
3035,37,Male,6.6,2.8,0.7,0.1,4.0,3.4,3.6,1.8,1.1,7.7,4.0,3.8,5,1.9,Urban,61.0,False,True,34.1,7.0,9.0,16.7
3036,44,Female,4.4,2.5,1.6,0.0,1.2,4.0,4.0,2.4,1.4,7.2,5.0,2.7,7,0.0,Urban,62.0,False,True,74.0,17.0,6.0,18.3
3037,66,Male,5.7,2.2,2.4,1.0,0.9,3.4,3.8,2.1,1.4,5.8,4.0,5.5,4,3.6,Rural,69.0,True,False,125.8,7.0,6.0,26.8
3038,22,Female,6.4,1.8,1.2,0.2,2.3,4.5,4.1,1.3,1.1,6.8,4.0,1.0,10,0.0,Rural,51.0,False,False,35.5,18.0,10.0,6.6
3039,36,Female,2.4,0.2,0.6,1.3,1.4,3.0,3.3,1.0,2.3,7.5,4.0,4.0,5,1.9,Urban,64.0,False,False,89.5,11.0,7.0,26.8
3040,58,Male,4.9,1.0,2.7,1.6,0.8,3.5,3.6,1.9,1.0,7.2,4.0,4.1,6,2.6,Urban,64.0,False,False,113.3,7.0,6.0,22.3
3041,72,Other,3.7,2.3,1.5,0.0,0.8,2.1,3.0,2.5,1.7,6.2,5.0,5.4,3,6.9,Urban,72.0,True,False,162.0,1.0,0.0,24.5
3042,50,Male,3.1,0.2,1.3,1.0,1.2,1.9,2.0,2.7,1.9,7.4,5.0,8.6,2,3.5,Suburban,92.0,True,False,126.5,5.0,4.0,16.4
3043,19,Female,9.0,2.1,2.2,1.8,2.5,4.5,4.1,0.3,0.6,7.5,3.0,1.0,10,0.3,Suburban,40.0,False,False,172.8,14.0,14.0,13.2
3044,27,Female,4.6,2.6,0.0,0.1,1.8,3.1,3.8,1.9,1.0,7.2,4.0,5.2,5,1.8,Urban,64.0,True,False,92.0,9.0,7.0,17.0
3045,43,Male,5.9,2.7,2.0,1.3,0.6,2.6,3.0,2.0,1.4,6.9,4.0,6.1,4,3.7,Urban,76.0,True,False,110.8,4.0,3.0,15.0
3046,45,Male,7.8,2.5,2.0,0.9,3.2,4.5,4.0,0.8,1.6,6.7,3.0,1.0,10,1.7,Rural,59.0,True,False,255.4,12.0,19.0,14.9
3047,61,Male,3.7,2.9,0.0,1.2,0.5,0.8,1.3,2.5,1.5,7.6,4.0,9.7,1,4.4,Urban,90.0,False,False,92.5,0.0,0.0,31.1
3048,71,Male,3.3,3.4,0.0,0.1,0.7,2.1,2.7,2.5,1.8,6.8,4.0,8.7,3,6.2,Urban,68.0,False,False,221.2,1.0,2.0,31.0
3049,69,Male,7.7,3.0,0.9,1.7,2.6,3.9,3.8,1.1,1.7,6.5,3.0,3.8,7,0.0,Urban,60.0,False,True,165.0,11.0,7.0,10.2
3050,30,Male,6.8,2.2,1.7,0.2,2.9,4.5,4.1,1.1,0.7,7.7,3.0,1.0,9,1.0,Suburban,52.0,False,False,106.6,13.0,16.0,13.4
3051,56,Male,5.1,1.9,1.8,1.0,1.8,4.3,3.8,2.3,1.1,7.7,4.0,2.4,8,0.6,Suburban,59.0,True,False,152.6,11.0,8.0,17.3
